0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.02,11.01,-85.41,-85.42,0.01,11.01,11.02,11.01285714,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0.636363636,0,0.272727273,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,372000000000,46,35.54,-66.18,-83.3,10.46,35.54,46,43.83,120.0909091,47.28943761,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.5,0,0,0,0.1,0,0,0,0,70327515013,51.1,48.46,-117.91,-124.77,2.64,48.46,51.1,49.26,159.2,115.2145824,1,0,0,0,0,0,0,1
0,0,0,0,0,0.333333333,0,0,0.166666667,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,9246218895,49.28,48.52,-121.75,-124.77,0.76,48.52,49.28,49.14333333,127.5,139.6692522,1,0,0,0,0,0,0,1
0,0,0,0,0,0.357142857,0,0.357142857,0,0,0,0,0,0,0.214285714,0,0,0,0,0,0.071428571,0,0,2680000000000,58.68,45.22,-66.18,-121.72,13.46,45.22,58.68,50.50642857,147.4285714,35.95662833,1,0,0,0,0,0,0,1
0,0,0,0.075,0,0.175,0,0.125,0,0.45,0,0,0.025,0.025,0,0,0,0,0,0,0.125,0,0,1910000000000,53.84,44.53,-64.9,-113.33,9.31,44.53,53.84,48.046,156.275,63.06121873,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.125,0,0.5,0,0,0,0,0.375,0,0,0,0,0,0,0,0,65773821580,50.7,49.1,-89.28,-119.65,1.6,49.1,50.7,49.575,198.875,38.4203722,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.875,0,0,0,0,0,0,0,0,106000000000,51.97,49.08,-111.61,-122.27,2.89,49.08,51.97,50.4175,120.5,55.94895633,1,0,0,0,0,0,0,1
0,0,0,0.083333333,0,0,0,0.166666667,0.083333333,0,0,0,0.25,0.083333333,0.25,0,0,0,0,0,0.083333333,0,0,190000000000,53.84,49.81,-109.9,-121.72,4.03,49.81,53.84,51.17166667,120.8333333,19.64148362,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0.117647059,0,0.058823529,0.117647059,0,0,0.705882353,0,0,0,0,0,0,0,0,67429161358,51.99,49.1,-116.05,-122.29,2.89,49.1,51.99,50.28058824,131,75.84111682,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0.117647059,0,0.882352941,0,0,0,0,0,0,0,0,452000000000,50.75,38.35,-111.5,-120.73,12.4,38.35,50.75,49.96058824,115.2352941,52.20695525,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0.888888889,0,0,0,0,0,0,0,0,101000000000,50.74,37.56,-118.68,-121.72,13.18,37.56,50.74,48.35111111,178.3333333,69.90529308,1,0,0,0,0,0,0,1
0,0,0,0.145833333,0,0,0,0.041666667,0.208333333,0.208333333,0.020833333,0.041666667,0.041666667,0.020833333,0.270833333,0,0,0,0,0,0,0,0,1020000000000,55.47,49.1,-89.28,-127.81,6.37,49.1,55.47,51.144375,149.5,43.46189331,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.083333333,0,0.166666667,0,0,0.166666667,0,0.5,0,0,0,0,0,0.083333333,0,0,280000000000,50.85,49.08,-89.28,-121.72,1.77,49.08,50.85,50.075,162,54.58937626,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0.090909091,0,0,0,0.090909091,0,0.818181818,0,0,0,0,0,0,0,0,314000000000,50.81,37.96,-118.86,-124.77,12.85,37.96,50.81,48.493636360000004,194,97.84477503,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0.136363636,0,0,0,0,0.045454545,0.818181818,0,0,0,0,0,0,0,0,166000000000,51.93,48.52,-110.07,-123.44,3.41,48.52,51.93,49.98590909,132.6363636,90.2976799,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.285714286,0,0.428571429,0,0,0,0.142857143,0,0,0,0,50668536527,49.28,43.66,-79.43,-124.77,5.62,43.66,49.28,48.41142857,198.8571429,71.21897821,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0.8125,0,0,0,0,0,0,0,0,15843446826,51.99,49.29,-119.5,-122.36,2.7,49.29,51.99,51.069375,131.9375,58.32262997,1,0,0,0,0,0,0,1
0.009876543,0.612345679,0.118518519,0.037037037,0,0,0,0,0.032098765,0,0.044444444,0,0,0,0.009876543,0,0,0,0,0.022222222,0.113580247,0,0,3950000000000,48.92,24.42,140.55,98.53,24.5,24.42,48.92,36.07498765,97.91604938,98.17587706,1,0,0,1,0,0,0,0
0.009876543,0.612345679,0.118518519,0.037037037,0,0,0,0,0.032098765,0,0.044444444,0,0,0,0.009876543,0,0,0,0,0.022222222,0.113580247,0,0,3950000000000,48.92,24.42,140.55,98.53,24.5,24.42,48.92,36.07498765,97.91604938,98.17587706,1,0,0,1,0,0,0,0
0.009876543,0.612345679,0.118518519,0.037037037,0,0,0,0,0.032098765,0,0.044444444,0,0,0,0.009876543,0,0,0,0,0.022222222,0.113580247,0,0,3950000000000,48.92,24.42,140.55,98.53,24.5,24.42,48.92,36.07498765,97.91604938,98.17587706,1,0,0,1,0,0,0,0
0.009876543,0.612345679,0.118518519,0.037037037,0,0,0,0,0.032098765,0,0.044444444,0,0,0,0.009876543,0,0,0,0,0.022222222,0.113580247,0,0,3950000000000,48.92,24.42,140.55,98.53,24.5,24.42,48.92,36.07498765,97.91604938,98.17587706,1,0,0,1,0,0,0,0
0,0,0.166666667,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0.166666667,0,0,0,0,129000000000,67.67,47.57,28.5,11.01,20.1,47.57,67.67,55.47166667,135.1666667,16.05511341,1,0,0,0,0,0,0,1
0,0.073170732,0.243902439,0.170731707,0,0.073170732,0,0,0,0,0,0.097560976,0,0,0.048780488,0,0,0,0.048780488,0,0.243902439,0,0,2280000000000,60.38,40.66,30.17,4.78,19.72,40.66,60.38,48.38780488,154.2195122,68.453821,1,0,0,1,0,0,0,0
0,0.073170732,0.243902439,0.170731707,0,0.073170732,0,0,0,0,0,0.097560976,0,0,0.048780488,0,0,0,0.048780488,0,0.243902439,0,0,2280000000000,60.38,40.66,30.17,4.78,19.72,40.66,60.38,48.38780488,154.2195122,68.453821,1,0,0,1,0,0,0,0
0,0,0,0.1,0,0.4,0,0.4,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,169000000000,45.651,41.757,-72.448,-80.57,3.894,41.757,45.651,44.5344,114.3,62.70397825,1,0,0,0,0,0,0,1
0,0,0,0.555555556,0.095238095,0.015873016,0,0,0,0,0,0.095238095,0.222222222,0,0.015873016,0,0,0,0,0,0,0,0,241000000000,-30,-51.28,-70.48,-73.09,21.28,51.28,30,38.45141778,80.3015873,105.4072953,0,1,0,0,0,1,0,0
